id,author,volume,title,institution,venue,address,publisher,year,pages,editor,note,month
1216,"r. e. schapire,","vol. 5, no. 2,","'the strength of weak learnability,'",,"machine learning,",,,1990,"pp. 197-227,",,,
1217,r. schapire.,"5(2),",the strength of weak learnability.,,"machine learning,",,,"1990,",pp. 197-227.,,,
1218,"schapire, r.,",5(2),"the strength of weak learnability,",,"machine learning,",,,1990,"197-227,",,,
1219,r. e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
1220,robert e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,7
1221,robert e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-226,",,,
1222,"schapire, r.e.",,the strength of weak learnability.,,machine learning 5:,,,,197-227.,,,
1223,"shapire, r. e.,","vol. 5,","the strength of weak learnability,",,"machine learning,",,,1990,"pp. 197-227,",,,
1224,r. e. schapire.,,pattern languages are not learnable.,,"in proceedings of colt '90,",,"morgan kaufmann,",1990,pages 122-129.,,,
1225,"robert e. schapire,",,"'the emerging theory of average case complexity',",,"tech. report mit/lcs/tm-431,",,,1990,,,,june
1226,r. e. schapire.,,the design and analysis of efficient learning algorithms.,,,"cambridge, ma,","mit press,",1992,,,,
1227,"schapire, r.,",,the design and analysis of efficient learning algorithms.,,,,"mit press,",,'92.,,,
1228,r. e. schapire.,,the design and analysis of efficient learning algorithms.,,,,mit press. 38 dana ron and ronitt rubinfeld,(1991).,,,,
1229,robert e. schapire.,,the design and analysis of efficient learning algorithms.,"mit laboratory for computer science,","technical report mit/lcs/tr-493,",,,1991,,,,
1230,r. e. schapire.,,the design and analysis of efficient learning algorithms. acm distinguished dissertation awards series.,,,"cambridge, ma.,","the mit press,",1991,,,,
1231,robert e. schapire.,,the design and analysis of ef ficient learning algorithms.,,,"cambridge, ma,","mit press,",1992,,,,
1232,"schapire, r.,",,the design and analysis of efficient learning algorithms.,,,,"mit press,",1992,,,,
1233,r. schapire.,,the design and analysis of efficient learning algorithms.,,,,"mit press,",1992,,,,
1234,robert e. schapire.,,the design and analysis of efficient learning algorithms.,,,"cambridge, ma,","mit press,",1992,,,124 bibliography,
1235,r. e. schapire.,,the design and analysis of efficient learning algorithms.,,,"cambridge, ma,","mit press,",1992,,,,
1236,robert e. schapire.,,the design and analysis of efficient learning algorithms.,,,"cambridge, ma,","mit press,",1992,,,,
1237,robert e. schapire.,,the design and analysis of efficient learning algorithms.,,,"cambridge, massachusetts,","mit press,",1991,,,,
1238,robert e. schapire.,,the design and analysis of efficient learning algorithms.,"m.i.t.,","phd thesis,",,,1991,,,,
1239,r. e. schapire.,,the design and analysis of efficient learning algorithms.,,,"cam-bridge, ma,","mit press,",1992,,,,
1240,r. e. schapire.,,the design and analysis of efficient learning algorithms.,,,"cambridge, ma,","mit press,",1992,,,,
1241,robert e. schapire.,,"private correspondence,",,,,,1992,,,,january
1242,robert e. schapire.,,the design and analysis of efficient learning algorithms.,"m.i.t.,","phd thesis,",,,1991,,,,
1243,"schapire, r.e.,",,the design and analysis of efficient learning algorithms.,,,,"the mit press,",1992,,,,15
1244,"schapire, r.e.,",,the design and analysis of efficient learning algorithms.,,,,"the mit press,",1992,,,,
1245,robert e. schapire.,,learning probabilistic read-once formulas on product distributions.,,"in computation learning theory: proceedings of the fourth annual workshop,",,,1991,,,,august
1246,robert e. schapire.,,learning probabilistic read-once formulas on product distributions.,,"in proceedings of the fourth annual workshop on computational learning theory,",,,1991,"pages 184-198,",,,august
1247,r. e. schapire.,,the design and analysis of ef ficient learning algorithms.,,,"cam bridge, ma,","mit press,",1992,,,,
1248,robert e. schapire.,,"private correspondence,",,,,,1992,,,,january
1249,"r. e. schapire, l. m. sellie.",,learning sparse multivariate polynomial over a field with queries and counterexamples.,,in proceedings of the sixth annual acm workshop on computational learning theory.,,,1993,,,,"july,"
1250,"schapire, r. e. & warmuth, m. k.",,on the worst-case analysis of temporal-difference learning algorithms.,,"in machine learning: proceedings of the eleventh international conference,",,morgan kaufmann.,(1994).,pages 266-274.,,,
1251,"schapire, r. e., and warmuth, m. k.",,"on the worst-case analysis of temporal-difference learing algorithms,",,"in 'proceddings, 11th international conference on machine learning,'","san francisco, ca.","morgan kaufmann,","(1994),","pp. 266-274,",,to appear in machine learning.,
1252,robert e. schapire and manfred k. warmuth.,,on the worst-case analysis of temporal-difference learning algorithms.,,"in proceedings of the eleventh international conference on machine learning,","san francisco, califor-nia, 1994.",morgan kaufmann.,,"pages 266-274,",,,
1253,robert e. schapire and manfred k. warmuth.,,on the worst-case analysis of temporal-difference learning algorithms.,,"in proc. 11th international conference on machine learning,",,"morgan kaufmann,",1994,pages 266-274.,,,
1254,r. e. schapire and m. k. warmuth.,,on the worst-case analysis of temporal-difference learing algorithms.,,"in proc. 11th international conf. on machine learning,","san francisco, ca,",,1994,"pages 266-274,",,morgan kaufmann. to appear in machine learning.,july
1255,r. e. schapire and m. k. warmuth.,,on the worst-case analysis of temporal-difference learing algorithms.,,"in proc. 11th international conference on machine learning,",,,1994,,,,
1256,"schapire, r.e., and y. freund,",,'a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,
1257,r. e. schapire and l. m. sellie.,52(2),learning sparse multivariate polynomials over a field with queries and counterexamples.,,"j. of computer and system sciences,",,,1996,"201-213,",,,
1258,r. e. schapire and l. m. sellie.,"52(2):201213,",learning sparse multivariate polynomials over a field with queries and counterexamples.,,"j. of computer and system sciences,",,,1996,,,,
1259,"schapire, r.e.",,private communication.,,,,,"(1996),",,,,
1260,"schapire r.e., freund y., bartlett p., lee w.s.:",,"boosting the margin: a new explanation for the effectiveness of voting methods,",,"in proceedings of the fourteenth international conference on machine learning,",,"morgan kaufmann,",1997,,,,
1261,"r. e. schapire, y. freund, p. bartlett, and w. s. lee.",,boosting the margin: a new explanation for the effectiveness of voting methods.,,in machine learning: proceedings of the fourteenth international conference.,,,(1997).,,,,
1262,"schapire, r. e., freund, y., bartlett, p. & lee, w. s.",,"boosting the margin: a new explanation for the effectiveness of voting methods,",,"`machine learning: proceedings of the fourteenth international conference',",,"morgan kaufmann,","(1997),",pp. 322-330.,"in d. fisher, ed.,",,
1263,"schapire, r. e., freund, y., bartlett, p. & lee, w. s.",,"boosting the margin: a new explanation for the effectiveness of voting methods,",,"`machine learning: proceedings of the fourteenth international conference',",,"morgan kaufmann,","(1997),",pp.,"in d. fisher, ed.,",322-330.,
1264,"eric bauer and ron kohavi wolpert, d. h.",,"`stacked generalization',",,"neural networks 5,",,,"(1992),",241-259.,,,
1265,"schapire, r. e., freund, y., bartlett, p., & lee, w. s.",,query by committee.,,in proceedings of the 14th international conference on machine learning.,,"morgan kaufmann. 205 seung,",(1992).,,"h. s., opper, m., & sompolinsky, h.",,
1266,"schapire, r., freund, y., bartlett, p., and lee, w.",,boosting the margin: a new explanation for the effectiveness of voting methods. in machines that learn - snowbird.,,,,,(1997).,,,,
1267,"schapire, r., y. freund, p. bartlett, and w.",,lee (1997). boosting the margin : a new explanation for the effectiveness of voting methods.,,,,,,,,(available at http://www.research.att.com/~yoav).,
1268,"schapire, r.e., freund, y., bartlett, p., and lee w.s.:",,boosting the margin: a new explanation for the effectiveness of voting methods.,,proceedings of the 11th international conference on machine learning.,,morgan kaufmann (1997) 322-330.,,,,,
1269,"schapire, r.e., freund, y., bartlett, p., and lee,",,w.s.: boosting the margin: a new explanation for the effectiveness of voting methods.,,proceedings of the fourteenth international conference on machine learning.,,morgan kaufmann (1997) 322-330.,,,,,
1270,"schapire, r.e., freund, y., bartlett, p., and lee, w.s.",,boosting the margin:,,,,,1997,,,,
1271,"schapire, r.e., freund, y., bartlett, p., and lee, w.s.",,boosting the margin: a new explanation for the effectiveness of voting methods.,,"in proceedings of the 14th international conference on machine learning,",,morgan kaufmann.,1997,322-330.,,,
1272,"schapire, r.e., y. freund, p.",,"bartlett & w.s. lee (1997), boosting the margin: a new explanation for the effectiveness of voting methods,",,"in proceedings of the fourteenth international conference on machine learning,",,morgan kaufmann.,,pp. 322-330.,,,
1273,"shapire, r., freund, y., bartlett, p. & lee, w.",,"boosting the margin: a new explanation for the effectiveness of voting methods,",,snowbird 1997 conference.,,,"(1997),",,,,
1274,"r. schapire, y. freund, p. bartlett, and w. s. lee.",,boosting the margin; a new explanation for the effectiveness of voting methods.,,in proceedings of the fourteenth international conference on machine learning.,,"morgan kaufmann publishers, inc.,",1997,,,to appear. 11,
1275,"schapire, r. e., freund, y., bartlett, p., & lee, w. s.",,boosting the margin: a new explanation for the effectiveness of voting methods.,,,,,(1997).,,,,
1276,"robert e. schapire, yoav freund, peter bartlett, and wee sun lee.",,boosting the margin: a new explanation for the effectiveness of voting methods.,,"in machine learning: proceedings of the fourteenth international conference,",,,1997,,,,9
1277,"robert e. schapire, yoav freund, peter bartlett, and wee sun lee.",,boosting the margin: a new explanation for the effectiveness of voting methods.,,"in machine learning: proceedings of the fourteenth international conference,",,,1997,,,,
1278,"robert e. schapire, yoav freund, peter bartlett, and wee sun lee.",,boosting the margin: a new explanation for the effectiveness of voting methods.,,"in machine learning: proceedings of the fourteenth international conference,",,,1997,,,,
1279,"robert e. schapire, yoav freund, peter bartlett, and wee sun lee.",,boosting the margin: a new explanation for the effectiveness of voting methods.,,"in machine learning: proceedings of the fourteenth international conference,",,,1997,,,,
1280,"r.e. schapire, y. freund, p. bartlett,",,"and w.s. leee. boosting the margin: a new explanation for the effectiveness of voting methods. in machines that learn - snowbird,",,1997,,,,1,,,
